District Code,District,Street,City,City,Zip,Address,Latitude,Longitude,Address_formatted,confidence,confidence_city_level,confidence_street_level
82770,Sigma Academy for Leadership and Early Middle College,8200 W Outer Dr,Detroit,MI,48219,"8200 W Outer Dr, Detroit, MI 48219",42.41928925,-83.22156411,"8200 West Outer Drive, Detroit, MI 48219, United States of America",1,1,1
82771,Royal Academy of Michigan,34540 W Michigan Ave,Wayne,MI,48184,"34540 W Michigan Ave, Wayne, MI 48184",42.2814258,-83.3791826,"34540 West Michigan Avenue, Wayne, MI 48184, United States of America",1,1,1
82772,Fostering Leadership Academy,16511 Delaware Ave,Redford,MI,48240,"16511 Delaware Ave, Redford, MI 48240",42.4088871,-83.3059674,"16511 Delaware Avenue, Redford Township, MI 48239, United States of America",1,1,1
82773,Lincoln-King Adams-Young Academy,306 E 4th St,Royal Oak,MI,48067,"306 E 4th St, Royal Oak, MI 48067",42.4872537,-83.14161203,"306 East 4th Street, Royal Oak, MI 48067, United States of America",1,1,1
82773,Lincoln-King Adams-Young Academy,13130 Grove St,Detroit,MI,48235,"13130 Grove St, Detroit, MI 48235",42.41428518,-83.17458784,"13130 Grove Street, Detroit, MI 48235, United States of America",1,1,1
82773,Lincoln-King Adams-Young Academy,13436 Grove St,Detroit,MI,48235,"13436 Grove St, Detroit, MI 48235",42.41430405,-83.17721632,"13436 Grove Street, Detroit, MI 48235, United States of America",1,1,1
82773,Lincoln-King Adams-Young Academy,17351 Southfield Fwy,Detroit,MI,48235,"17351 Southfield Fwy, Detroit, MI 48235",42.41774942,-83.21845153,"17351 Southfield Freeway, Detroit, MI 48235, United States of America",1,1,1
82774,Explore Academy-Livonia,31100 Plymouth Rd,Livonia,MI,48150,"31100 Plymouth Rd, Livonia, MI 48150",42.3692589,-83.35038704,"31100 Plymouth Road, Livonia, MI 48150, United States of America",1,1,1
82775,KIPP Detroit Imani Academy,19321 W Chicago St,Detroit,MI,48228,"19321 W Chicago St, Detroit, MI 48228",42.36472953,-83.230341,"19321 West Chicago Street, Detroit, MI 48228, United States of America",1,1,1
82776,SER YouthBuild Learning Academy,9215 Michigan Ave,Detroit,MI,48210,"5200 #cker St, Detroit, MI 48126",42.327668,-83.154557,"9215 Michigan Ave, Detroit, MI 48210, United States of America",0.63,1,0.63
82776,SER YouthBuild Learning Academy,5200 #cker St,Dearborn,MI,48126,"5200 #cker St, Dearborn, MI 48126",42.327668,-83.154557,"5200 Stecker Street, Detroit, MI 48216, United States of America",0.63,1,0.63
82776,SER YouthBuild Learning Academy,5555 Conner St # 2716,Detroit,MI,48213,"5555 Conner St # 2716, Detroit, MI 48213",42.39114545,-82.98044302,"5555 Conner Street, Detroit, MI 48213, United States of America",1,1,1
82901,University Public School,2727 2nd Avenue,Detroit,MI,48201,"2727 2nd Avenue, Detroit, MI 48201",42.34021086,-83.05950478,"2727 2nd Avenue, Detroit, MI 48201, United States of America",1,1,1
82902,Casa Richard Academy,2635 Howard St,Detroit,MI,48216,"2635 Howard St, Detroit, MI 48216",42.32113763,-83.07624873,"2635 Howard Street, Detroit, MI 48216, United States of America",1,1,1
82903,Aisha Shule/WEB Dubois Prep. Academy School,20119 Wisconsin St,Detroit,MI,48221,"20119 Wisconsin St, Detroit, MI 48221",42.44142865,-83.15840476,"20119 Wisconsin Street, Detroit, MI 48221, United States of America",1,1,1
82904,Plymouth Educational Center Charter School,1460 E Forest Ave,Detroit,MI,48207,"1460 E Forest Ave, Detroit, MI 48207",42.36013836,-83.04910081,"1460 East Forest Avenue, Detroit, MI 48207, United States of America",1,1,1
82904,Plymouth Educational Center Charter School,7375 Woodward Ave,Detroit,MI,48202,"7375 Woodward Ave, Detroit, MI 48202",42.37134667,-83.07415041,"7375 Woodward Avenue, Detroit, MI 48202, United States of America",1,1,1
82905,Nataki Talibah Schoolhouse of Detroit,19176 Northrop St,Detroit,MI,48219,"19176 Northrop St, Detroit, MI 48219",42.43030666,-83.26191329,"19176 Northrop Street, Detroit, MI 48219, United States of America",1,1,1
82906,Sierra Leone Education Outreach Academy,13477 Eureka,Detroit,MI,48212,"13477 Eureka, Detroit, MI 48212",42.416288,-83.056246,"13477 Eureka, Hamtramck, MI 48212, United States of America",1,1,1
82907,Michigan Technical Academy,23750 Elmira,Redford Township,MI,48239,"23750 Elmira, Redford Township, MI 48239",42.369876,-83.27341,"23750 Elmira, Redford, MI 48239, United States of America",1,1,1
82907,Michigan Technical Academy,19900 Evergreen Rd,Detroit,MI,48219,"19900 Evergreen Rd, Detroit, MI 48219",42.43791435,-83.23845407,"19900 Evergreen Road, Detroit, MI 48219, United States of America",1,1,1
82907,Michigan Technical Academy,19940 Mansfield St,Detroit,MI,48235,"19940 Mansfield St, Detroit, MI 48235",42.43806207,-83.20647887,"19940 Mansfield Street, Detroit, MI 48235, United States of America",1,1,1
82907,Michigan Technical Academy,23750 Elmira,Redford,MI,48239,"23750 Elmira, Redford, MI 48239",42.369876,-83.27341,"23750 Elmira, Redford, MI 48239, United States of America",1,1,1
82908,Thomas-Gist Academy,28955 Rosewood,Inkster,MI,48141,"28955 Rosewood, Inkster, MI 48141",42.298898,-83.326161,"28955 Rosewood, Inkster, MI 48141, United States of America",1,1,1
82908,Thomas-Gist Academy,4825 Dancy,Westland,MI,48185,"4825 Dancy, Westland, MI 48185",42.2725,-83.333249,"4825 Dancy, Westland, MI 48186, United States of America",1,1,1
82909,Detroit West Preparatory Academy,25940 Grand River Ave,Redford,MI,48240,"25940 Grand River Ave, Redford, MI 48240",42.43346553,-83.29917796,"25940 Grand River Avenue, Redford Township, MI 48240, United States of America",1,1,1
82909,Detroit West Preparatory Academy,16418 W. Mcnichols Road,Detroit,MI,48235,"16418 W. Mcnichols Road, Detroit, MI 48235",42.41584153,-83.20922789,"16418 West McNichols Road, Detroit, MI 48235, United States of America",1,1,1
82909,Detroit West Preparatory Academy,21700 Marlow Drive,Oak Park,MI,48237,"21700 Marlow Drive, Oak Park, MI 48237",42.460012,-83.18678,"Oak Park (Oak Park), MI 48237, United States of America",0.25,1,
82910,"Martin Luther King, Jr. Education Center Academy",16827 Appoline St,Detroit,MI,48235,"16827 Appoline St, Detroit, MI 48235",42.414611,-83.171291,"16827 Appoline Street, Detroit, MI 48235, United States of America",1,1,1
82911,Gaudior Academy,27100 Avondale St,Inkster,MI,48141,"27100 Avondale St, Inkster, MI 48141",42.293488,-83.314827,"Inkster (Inkster), MI 48141, United States of America",0.25,1,
82912,Academy of Westland,300 South Henry Ruff Rd,Westland,MI,48186,"300 South Henry Ruff Rd, Westland, MI 48186",42.308373,-83.341915,"300 South Henry Ruff, Westland, MI 48186, United States of America",0.9,1,0.9
82912,Academy of Westland,28500 Avondale,Inkster,MI,48141,"28500 Avondale, Inkster, MI 48141",42.305194,-83.321609,"28500 Avondale, Inkster, MI 48141, United States of America",1,1,1
82913,Woodward Academy,951 East Lafayette St,Detroit,MI,48207,"951 East Lafayette St, Detroit, MI 48207",42.33587608,-83.03704646,"951 East Lafayette Street, Detroit, MI 48207, United States of America",1,1,1
82914,Colin Powell Academy,4800 Coplin St,Detroit,MI,48215,"4800 Coplin St, Detroit, MI 48215",42.3928416,-82.96317744,"4800 Coplin Street, Detroit, MI 48215, United States of America",1,1,1
82914,Colin Powell Academy,19360 Harper Avenue,Harper Woods,MI,48225,"19360 Harper Avenue, Harper Woods, MI 48225",42.42791518,-82.92551411,"19360 Harper Avenue, Harper Woods, MI 48225, United States of America",1,1,1
82915,Eaton Academy,21450 Universal Ave,Eastpointe,MI,48021,"21450 Universal Ave, Eastpointe, MI 48021",42.45557308,-82.95786424,"21450 Universal Avenue, Eastpointe, MI 48021, United States of America",1,1,1
82915,Eaton Academy,7781 Asbury,Detroit,MI,48228,"7781 Asbury, Detroit, MI 48228",42.349611,-83.20657,"7781 Asbury Park, Detroit, MI 48228, United States of America",0.9,1,0.9
82916,River Heights Academy,"P.O. Box 310, 30100 Olmstead",Flat Rock,MI,48134,"P.O. Box 310, 30100 Olmstead, Flat Rock, MI 48134",42.087609,-83.256033,"30100 Olmstead Road, Flat Rock, MI 48134, United States of America",0.9,1,0.9
82917,Michigan Health Academy,5845 Auburn St,Detroit,MI,48228,"5845 Auburn St, Detroit, MI 48228",42.33130465,-83.23297079,"5845 Auburn Street, Detroit, MI 48228, United States of America",1,1,1
82918,Cesar Chavez Academy,4100 Martin St,Detroit,MI,48210,"4100 Martin St, Detroit, MI 48210",42.329004,-83.125845,"4100 Martin Street, Detroit, MI 48210, United States of America",1,1,1
82918,Cesar Chavez Academy,4130 Maxwell St,Detroit,MI,48214,"4130 Maxwell St, Detroit, MI 48214",42.37074159,-83.00618373,"4130 Maxwell Street, Detroit, MI 48214, United States of America",1,1,1
82919,Commonwealth Community Development Academy,13477 Eureka St,Detroit,MI,48212,"13477 Eureka St, Detroit, MI 48212",42.4160853,-83.05537729,"13477 Eureka Street, Detroit, MI 48212, United States of America",1,1,1
82919,Commonwealth Community Development Academy,13477 Eureka St,Hamtramck,MI,48212,"13477 Eureka St, Hamtramck, MI 48212",42.4160853,-83.05537729,"13477 Eureka Street, Detroit, MI 48212, United States of America",1,1,1
82919,Commonwealth Community Development Academy,8735 Schoolcraft Street,Detroit,MI,48238,"8735 Schoolcraft Street, Detroit, MI 48238",42.38847049,-83.15647055,"8735 Schoolcraft Street, Detroit, MI 48238, United States of America",1,1,1
82920,Elbert T. Clark Academy,16151 James Couzens Freeway,Detroit,MI,48221,"16151 James Couzens Freeway, Detroit, MI 48221",42.41025644,-83.16523415,"16151 James Couzens Freeway, Detroit, MI 48221, United States of America",1,1,1
82921,Academy for Business and Technology,19625 Wood St,Melvindale,MI,48122,"19625 Wood St, Melvindale, MI 48122",42.27494627,-83.19616575,"19625 Wood Street, Melvindale, MI 48122, United States of America",1,1,1
82921,Academy for Business and Technology,5277 Calhoun St,Dearborn,MI,48126,"5277 Calhoun St, Dearborn, MI 48126",42.32635881,-83.17497918,"5277 Calhoun Street, Dearborn, MI 48126, United States of America",1,1,1
82922,Nsoroma Institute,20045 Joann St,Detroit,MI,48205,"20045 Joann St, Detroit, MI 48205",42.4442627,-82.99100023,"20045 Joann Street, Detroit, MI 48205, United States of America",1,1,1
82923,Chandler Park Academy,20100 Kelly Rd,Harper Woods,MI,48225,"20100 Kelly Rd, Harper Woods, MI 48225",42.445464,-82.944586,"20100 Kelly Road, Harper Woods, MI 48225, United States of America",1,1,1
82923,Chandler Park Academy,897 Philip Avenue,Detroit,MI,48215,"897 Philip Avenue, Detroit, MI 48215",42.404859,-82.962401,"Philip Avenue, Detroit, MI 48224, United States of America",0.5,1,1
82923,Chandler Park Academy,20200 Kelly Rd,Harper Woods,MI,48225,"20200 Kelly Rd, Harper Woods, MI 48225",42.4461484,-82.9425149,"20200 Kelly Road, Harper Woods, MI 48225, United States of America",1,1,1
82923,Chandler Park Academy,20254 Kelly Rd,Harper Woods,MI,48225,"20254 Kelly Rd, Harper Woods, MI 48225",42.4459747,-82.9405135,"20254 Kelly Road, Harper Woods, MI 48225, United States of America",1,1,1
82923,Chandler Park Academy,19370 Greenfield Street,Detroit,MI,48235,"19370 Greenfield Street, Detroit, MI 48235",42.433605,-83.198989,"19370 Greenfield, Detroit, MI 48235, United States of America",0.9,1,0.9
82924,Marvin L. Winans Academy of Performing Arts,7616 East Nevada St,Detroit,MI,48234,"7616 East Nevada St, Detroit, MI 48234",42.42662866,-83.02508523,"7616 East Nevada Street, Detroit, MI 48234, United States of America",1,1,1
82924,Marvin L. Winans Academy of Performing Arts,9740 Mckinney St,Detroit,MI,48224,"9740 Mckinney St, Detroit, MI 48224",42.41340916,-82.94822834,"9740 McKinney Street, Detroit, MI 48224, United States of America",1,1,1
82924,Marvin L. Winans Academy of Performing Arts,9740 Mckinney,Detroit,MI,48224,"9740 Mckinney, Detroit, MI 48224",42.413497,-82.946169,"9740 Mckinney, Detroit, MI 48224, United States of America",1,1,1
82925,Detroit Community Schools,12675 Burt Rd,Detroit,MI,48223,"12675 Burt Rd, Detroit, MI 48223",42.38010728,-83.24655032,"12675 Burt Road, Detroit, MI 48223, United States of America",1,1,1
82926,Henry Ford Academy,P.O. Box 1148,Dearborn,MI,48121,"P.O. Box 1148, Dearborn, MI 48121",42.3222599,-83.1763145,"Dearborn, MI, United States of America",1,1,
82927,HEART Academy,19800 Anita St,Harper Woods,MI,48225,"19800 Anita St, Harper Woods, MI 48225",42.44922583,-82.92622998,"19800 Anita Street, Harper Woods, MI 48225, United States of America",1,1,1
82928,The Dearborn Academy,19310 Ford Rd,Dearborn,MI,48128,"19310 Ford Rd, Dearborn, MI 48128",42.32893775,-83.23009065,"19310 Ford Road, Dearborn, MI 48128, United States of America",1,1,1
82929,Detroit Academy of Arts and Sciences,2985 E Jefferson Ave,Detroit,MI,48207,"2985 E Jefferson Ave, Detroit, MI 48207",42.33991064,-83.01899082,"2985 East Jefferson Avenue, Detroit, MI 48207, United States of America",1,1,1
82929,Detroit Academy of Arts and Sciences,2260 Medbury St,Detroit,MI,48211,"2260 Medbury St, Detroit, MI 48211",42.372367,-83.04606329,"2260 Medbury Street, Detroit, MI 48211, United States of America",1,1,1
82930,Dove Academy of Detroit,20001 Wexford St,Detroit,MI,48234,"20001 Wexford St, Detroit, MI 48234",42.44160377,-83.06574214,"20001 Wexford Street, Detroit, MI 48234, United States of America",1,1,1
82931,Turtle Island Learning Circle,104 Wilson Hall,Rochester,MI,48309,"104 Wilson Hall, Rochester, MI 48309",42.675868,-83.217708,"Wilson Hall (WH), 371 Wilson Boulevard, Rochester Hills, MI 48309-4486, United States of America",0.567,0.9,
82931,Turtle Island Learning Circle,17321 Telegraph Road #207,Detroit,MI,48219,"17321 Telegraph Road #207, Detroit, MI 48219",42.41717216,-83.27761514,"17321 Telegraph Road, Detroit, MI 48219, United States of America",1,1,1
82932,King Academy,1615 Henry Ruff Road,Inkster,MI,48141,"1615 Henry Ruff Road, Inkster, MI 48141",42.3002654,-83.3395667,"1615 Henry Ruff Road, Inkster, MI 48141, United States of America",1,1,1
82933,Barack Obama Leadership Academy,10800 E Canfield St,Detroit,MI,48214,"10800 E Canfield St, Detroit, MI 48214",42.38066185,-82.98585536,"10800 East Canfield Street, Detroit, MI 48214, United States of America",1,1,1
82934,Benjamin Carson Academy,1326 ST. Antoine,Detroit,MI,48226,"1326 ST. Antoine, Detroit, MI 48226",42.336983,-83.040822,"1326 Saint Antoine Street, Detroit, MI 48226, United States of America",1,1,1
82935,Sankore Marine Immersion HS Academy,3100 E. Jefferson Avenue,Detroit,MI,48207,"3100 E. Jefferson Avenue, Detroit, MI 48207",42.340283,-83.017684,"3100 East Jefferson Avenue, Detroit, MI 48207, United States of America",1,1,1
82936,Charlotte Forten Academy,5690 Cecil Street,Detroit,MI,48210,"5690 Cecil Street, Detroit, MI 48210",42.336212,-83.128331,"Detroit (Detroit), MI 48210, United States of America",0.25,1,
82937,George Crockett Academy,4851 14th St,Detroit,MI,48208,"4851 14th St, Detroit, MI 48208",42.34881323,-83.08633244,"4851 14th Street, Detroit, MI 48208, United States of America",1,1,1
82937,George Crockett Academy,4366 Military St,Detroit,MI,48210,"4366 Military St, Detroit, MI 48210",42.3326358,-83.11981406,"4366 Military Street, Detroit, MI 48210, United States of America",1,1,1
82938,Summit Academy North,18601 Middlebelt Rd,Romulus,MI,48174,"18601 Middlebelt Rd, Romulus, MI 48174",42.16905522,-83.32500207,"18601 Middlebelt Road, Huron Charter Township, MI 48174, United States of America",1,1,1
82939,Pierre Toussaint Academy,2450 South Beatrice St,Detroit,MI,48217,"2450 South Beatrice St, Detroit, MI 48217",42.269343,-83.154443,"2450 Beatrice Street, Detroit, MI 48217, United States of America",0.9,1,0.9
82940,Voyageur Academy,4321 Military St,Detroit,MI,48210,"4321 Military St, Detroit, MI 48210",42.3329363,-83.11860733,"4321 Military Street, Detroit, MI 48210, United States of America",1,1,1
82940,Voyageur Academy,4366 Military St,Detroit,MI,48210,"4366 Military St, Detroit, MI 48210",42.3326358,-83.11981406,"4366 Military Street, Detroit, MI 48210, United States of America",1,1,1
82941,Star International Academy,24425 Hass St,Dearborn Heights,MI,48127,"24425 Hass St, Dearborn Heights, MI 48127",42.33404361,-83.27681631,"24425 Hass Street, Dearborn Heights, MI 48127, United States of America",1,1,1
82941,Star International Academy,45081 Geddes Rd,Canton,MI,48188,"45081 Geddes Rd, Canton, MI 48188",42.27589462,-83.47989489,"45081 Geddes Road, Canton Township, MI 48188, United States of America",1,1,1
82941,Star International Academy,22579 Ann Arbor,Dearborn,MI,48127,"22579 Ann Arbor, Dearborn, MI 48127",42.3386713,-83.25933063,"22579 Ann Arbor Trail, Dearborn Heights, MI 48127, United States of America",0.9,1,0.9
82942,Hope Academy,12121 Broadstreet Ave,Detroit,MI,48204,"12121 Broadstreet Ave, Detroit, MI 48204",42.37888479,-83.13397634,"12121 Broadstreet Avenue, Detroit, MI 48204, United States of America",1,1,1
82943,Weston Preparatory Academy,22930 Chippewa St,Detroit,MI,48219,"22930 Chippewa St, Detroit, MI 48219",42.43871355,-83.26885579,"22930 Chippewa Street, Detroit, MI 48219, United States of America",1,1,1
82944,MI Institute for Construction Trades,1201 E. Grand Boulevard,Detroit,MI,48211,"1201 E. Grand Boulevard, Detroit, MI 48211",42.374695,-83.0197192,"1201 East Grand Boulevard, Detroit, MI 48211, United States of America",1,1,1
82945,Detroit Edison Public School Academy,1903 Wilkins St,Detroit,MI,48207,"1903 Wilkins St, Detroit, MI 48207",42.3529801,-83.03777257,"1903 Wilkins Street, Detroit, MI 48207, United States of America",1,1,1
82945,Detroit Edison Public School Academy,3402 Saint Aubin St,Detroit,MI,48207,"3402 Saint Aubin St, Detroit, MI 48207",42.35287873,-83.03659345,"3402 Saint Aubin Street, Detroit, MI 48207, United States of America",1,1,1
82946,New Horizon Academy,115 State Street,Detroit,MI,48226,"115 State Street, Detroit, MI 48226",42.3324375,-83.049215,"115 State Street, Detroit, MI 48226, United States of America",1,1,1
82947,David Ellis Academy,18977 Schaefer Hwy,Detroit,MI,48235,"18977 Schaefer Hwy, Detroit, MI 48235",42.43000088,-83.18055801,"18977 Schaefer Highway, Detroit, MI 48235, United States of America",1,1,1
82947,David Ellis Academy,23500 W 7 Mile Rd,Detroit,MI,48219,"23500 W 7 Mile Rd, Detroit, MI 48219",42.429177,-83.271256,"23500 West 7 Mile Road, Detroit, MI 48219, United States of America",1,1,1
82948,Ross-Hill Academy,3111 Elmwood St,Detroit,MI,48207,"3111 Elmwood St, Detroit, MI 48207",42.35646535,-83.02594879,"3111 Elmwood Street, Detroit, MI 48207, United States of America",1,1,1
82949,Center for Literacy and Creativity,18401 West Mcnichols Rd,Detroit,MI,48219,"18401 West Mcnichols Rd, Detroit, MI 48219",42.41523955,-83.22326216,"18401 West McNichols Road, Detroit, MI 48219, United States of America",1,1,1
82950,Universal Academy,4833 Ogden St,Detroit,MI,48210,"4833 Ogden St, Detroit, MI 48210",42.328544,-83.145398,"4833 Ogden Street, Detroit, MI 48210, United States of America",1,1,1
82952,Applied Technology Academy,4801 Oakman,Dearborn,MI,48126,"4801 Oakman, Dearborn, MI 48126",42.3224688,-83.16824981,"Advanced Technology Academy, 4801 Oakman Boulevard, Dearborn, MI 48126, United States of America",0.9,1,0.9
82953,Detroit Service Learning Academy,21605 W 7 Mile Rd,Detroit,MI,48219,"21605 W 7 Mile Rd, Detroit, MI 48219",42.42908422,-83.25614027,"21605 West 7 Mile Road, Detroit, MI 48219, United States of America",1,1,1
82953,Detroit Service Learning Academy,21700 Marlow St,Oak Park,MI,48237,"21700 Marlow St, Oak Park, MI 48237",42.454112,-83.195627,"21700 Marlow Street, Oak Park, MI 48237, United States of America",1,1,1
82953,Detroit Service Learning Academy,25490 Grand River Ave,Redford,MI,48240,"25490 Grand River Ave, Redford, MI 48240",42.43105031,-83.29193255,"25490 Grand River Avenue, Redford Township, MI 48240, United States of America",1,1,1
82954,Beacon International Academy,1021 Clairpointe,Detroit,MI,48215,"1021 Clairpointe, Detroit, MI 48215",42.3663803,-82.9590324,"1021 Clairpointe Street, Detroit, MI 48215, United States of America",0.9,1,0.9
82955,Allen Academy,8666 Quincy St,Detroit,MI,48204,"8666 Quincy St, Detroit, MI 48204",42.36438135,-83.11960976,"8666 Quincy Street, Detroit, MI 48204, United States of America",1,1,1
82955,Allen Academy,14595 Heyden,Detroit,MI,48223,"14595 Heyden, Detroit, MI 48223",42.394834,-83.23960047,"New St. Paul Head Start, 14595 Heyden Street, Detroit, MI 48223, United States of America",0.9,1,0.9
82956,Old Redford Academy,17195 Redford St,Detroit,MI,48219,"17195 Redford St, Detroit, MI 48219",42.41544432,-83.26086851,"17195 Redford Street, Detroit, MI 48219, United States of America",1,1,1
82956,Old Redford Academy,17226 Redford Avenue,Detroit,MI,48219,"17226 Redford Avenue, Detroit, MI 48219",42.41666078,-83.28283271,"17226 Santa Maria Avenue, Detroit, MI 48219, United States of America",0.81,1,0.81
82956,Old Redford Academy,8001 W Outer Dr,Detroit,MI,48235,"8001 W Outer Dr, Detroit, MI 48235",42.41938908,-83.21690988,"8001 West Outer Drive, Detroit, MI 48235, United States of America",1,1,1
82956,Old Redford Academy,22122 W Mcnichols Rd,Detroit,MI,48219,"22122 W Mcnichols Rd, Detroit, MI 48219",42.41481949,-83.25907423,"22122 West McNichols Road, Detroit, MI 48219, United States of America",1,1,1
82957,Hope of Detroit Academy,4443 N Campbell St,Detroit,MI,48210,"4443 N Campbell St, Detroit, MI 48210",42.33478464,-83.11676424,"4443 North Campbell Street, Detroit, MI 48210, United States of America",1,1,1
82957,Hope of Detroit Academy,4444 35th St,Detroit,MI,48210,"4444 35th St, Detroit, MI 48210",42.3357243,-83.11563768,"4444 35th Street, Detroit, MI 48210, United States of America",1,1,1
82957,Hope of Detroit Academy,4366 Military St,Detroit,MI,48210,"4366 Military St, Detroit, MI 48210",42.3326358,-83.11981406,"4366 Military Street, Detroit, MI 48210, United States of America",1,1,1
82958,Joy Preparatory Academy,15055 Dexter Ave,Detroit,MI,48238,"15055 Dexter Ave, Detroit, MI 48238",42.40111178,-83.13563088,"15055 Dexter Avenue, Detroit, MI 48238, United States of America",1,1,1
82958,Joy Preparatory Academy,1129 Oakman Blvd,Detroit,MI,48238,"1129 Oakman Blvd, Detroit, MI 48238",42.40077483,-83.11765517,"1129 Oakman Boulevard, Detroit, MI 48238, United States of America",1,1,1
82959,West Village Academy,3530 Westwood St,Dearborn,MI,48124,"3530 Westwood St, Dearborn, MI 48124",42.28484463,-83.2806019,"3530 Westwood Street, Dearborn, MI 48124, United States of America",1,1,1
82959,West Village Academy,9331 Grandville,Detroit,MI,48228,"9331 Grandville, Detroit, MI 48228",42.36335255,-83.23007985,"9331 Grandville Avenue, Detroit, MI 48228, United States of America",0.9,1,0.9
82960,Cherry Hill School of Performing Arts,28500 Avondale St,Inkster,MI,48141,"28500 Avondale St, Inkster, MI 48141",42.293488,-83.314827,"Inkster (Inkster), MI 48141, United States of America",0.25,1,
82961,Academy of Inkster,28500 Avondale St,Inkster,MI,48141,"28500 Avondale St, Inkster, MI 48141",42.293488,-83.314827,"Inkster (Inkster), MI 48141, United States of America",0.25,1,
82962,New Beginnings Academy,211 East Michigan Ave,Ypsilanti,MI,48198,"211 East Michigan Ave, Ypsilanti, MI 48198",42.24006602,-83.60948895,"211 East Michigan Avenue, Ypsilanti, MI 48198, United States of America",1,1,1
82962,New Beginnings Academy,211 E Michigan,Ypsilanti,MI,48197,"211 E Michigan, Ypsilanti, MI 48197",42.241669,-83.606664,"211 East Michigan Avenue, Ypsilanti, MI 48198, United States of America",0.7,1,0.7
82963,George Washington Carver Academy,14510 2nd Ave,Highland Park,MI,48203,"14510 2nd Ave, Highland Park, MI 48203",42.40756753,-83.10263394,"14510 2nd Avenue, Highland Park, MI 48203, United States of America",1,1,1
82964,Detroit Midtown Academy,950 Selden St,Detroit,MI,48201,"950 Selden St, Detroit, MI 48201",42.34630902,-83.06833806,"950 Selden Street, Detroit, MI 48201, United States of America",1,1,1
82965,University Preparatory Academy,600 Antoinette,Detroit,MI,48202,"600 Antoinette, Detroit, MI 48202",42.362604,-83.073615,"600 Antoinette, Detroit, MI 48202, United States of America",1,1,1
82965,University Preparatory Academy,5310 ST. Antoine,Detroit,MI,48202,"5310 ST. Antoine, Detroit, MI 48202",42.362363,-83.058076,"5310 Saint Antoine Street, Detroit, MI 48202, United States of America",1,1,1
82965,University Preparatory Academy,957 Holden,Detroit,MI,48202,"957 Holden, Detroit, MI 48202",42.361674,-83.077094,"957 Holden, Detroit, MI 48202, United States of America",1,1,1
82966,Detroit Advantage Academy,9881 Mendota Street,Detroit,MI,48204,"9881 Mendota Street, Detroit, MI 48204",42.3687321,-83.16451824,"9881 Mendota Street, Detroit, MI 48204, United States of America",1,1,1
82967,Metro Charter Academy,34800 Ecorse Rd,Romulus,MI,48174,"34800 Ecorse Rd, Romulus, MI 48174",42.25221157,-83.3812034,"34800 Ecorse Road, Romulus, MI 48174, United States of America",1,1,1
82968,Canton Charter Academy,49100 Ford Rd,Canton,MI,48187,"49100 Ford Rd, Canton, MI 48187",42.32096987,-83.5205118,"49100 Ford Road, Canton Township, MI 48187, United States of America",1,1,1
82969,Creative Montessori Academy,12701 Mccann St,Southgate,MI,48195,"12701 Mccann St, Southgate, MI 48195",42.21602067,-83.20974313,"12701 McCann Street, Southgate, MI 48195, United States of America",1,1,1
82970,Warrendale Charter Academy,19400 Sawyer St,Detroit,MI,48228,"19400 Sawyer St, Detroit, MI 48228",42.346945,-83.230832,"19400 Sawyer Street, Detroit, MI 48228, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,8045 2nd Ave,Detroit,MI,48202,"8045 2nd Ave, Detroit, MI 48202",42.37363925,-83.07974895,"8045 2nd Avenue, Detroit, MI 48202, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,17200 Rowe,Detroit,MI,48205,"17200 Rowe, Detroit, MI 48205",42.421711,-83.002307,"17200 Rowe, Detroit, MI 48205, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,5555 Conner St,Detroit,MI,48213,"5555 Conner St, Detroit, MI 48213",42.39114545,-82.98044302,"5555 Conner Street, Detroit, MI 48213, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,609 East Grand Blvd,Detroit,MI,48207,"609 East Grand Blvd, Detroit, MI 48207",42.36032988,-83.01070325,"609 East Grand Boulevard, Detroit, MI 48207, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,1326 Saint Antoine St,Detroit,MI,48226,"1326 Saint Antoine St, Detroit, MI 48226",42.3369579,-83.0405365,"1326 Saint Antoine Street, Detroit, MI 48226, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,8333 Townsend St,Detroit,MI,48213,"8333 Townsend St, Detroit, MI 48213",42.38917671,-83.02415547,"8333 Townsend Street, Detroit, MI 48213, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,2750 Selden,Detroit,MI,48208,"2750 Selden, Detroit, MI 48208",42.34035695,-83.08958512,"Catherine Ferguson Academy for Young Women, 2750 Selden Street, Detroit, MI 48208, United States of America",0.9,1,0.9
82971,Blanche Kelso Bruce Academy,330 Glendale,Highland Park,MI,48203,"330 Glendale, Highland Park, MI 48203",42.397324,-83.105744,"330 Glendale Avenue, Detroit, MI 48203, United States of America",0.9,1,0.9
82971,Blanche Kelso Bruce Academy,4707 ST. Antoine BLVD.,Detroit,MI,48201,"4707 ST. Antoine BLVD., Detroit, MI 48201",42.35705,-83.056461,"4707 St Antoine, Detroit, MI 48201, United States of America",0.9,1,0.9
